,age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,subscribed
24432,37,entrepreneur,single,tertiary,no,1467,yes,yes,17,nov,349,1,-1,0,no
15324,48,management,married,tertiary,no,192,no,yes,18,jul,268,1,-1,0,no
13316,30,technician,single,secondary,no,77,no,yes,8,jul,82,4,-1,0,no
8272,38,housemaid,single,secondary,no,113,yes,no,2,jun,98,4,-1,0,no
5624,34,management,married,secondary,no,240,yes,no,23,may,260,3,-1,0,no
8825,51,services,married,primary,no,-553,yes,no,4,jun,149,8,-1,0,no
26676,45,self-employed,married,tertiary,no,-497,yes,yes,20,nov,260,1,-1,0,no
10993,32,services,single,secondary,no,1364,yes,yes,17,jun,85,5,-1,0,no
2996,42,blue-collar,married,secondary,no,3743,yes,no,14,may,136,1,-1,0,no
36011,45,retired,divorced,secondary,no,187,yes,no,11,may,82,2,-1,0,no
18887,55,self-employed,married,secondary,no,4493,no,no,4,aug,272,1,-1,0,no
35741,43,management,married,tertiary,no,489,yes,no,8,may,130,1,172,2,no
34773,31,services,married,secondary,no,1783,yes,yes,6,may,219,1,-1,0,no
13690,27,unemployed,single,primary,no,9,no,yes,9,jul,919,2,-1,0,yes
4682,39,technician,single,secondary,no,1022,yes,no,20,may,1410,2,-1,0,yes
6481,36,technician,married,primary,no,1653,yes,yes,27,may,336,10,-1,0,no
13833,27,blue-collar,single,secondary,no,48,no,no,10,jul,152,6,-1,0,no
18495,48,management,single,tertiary,no,648,yes,no,31,jul,462,2,-1,0,no
28815,36,services,married,secondary,no,238,no,no,30,jan,424,1,-1,0,no
11879,42,unemployed,married,secondary,no,396,no,yes,20,jun,47,2,-1,0,no
43850,44,unemployed,married,secondary,no,317,yes,yes,1,jun,4,1,-1,0,no
8859,31,admin.,married,primary,no,355,yes,yes,4,jun,61,6,-1,0,no
8037,29,management,single,tertiary,no,144,yes,no,2,jun,105,3,-1,0,no
20301,37,technician,married,tertiary,yes,-681,yes,yes,11,aug,280,3,-1,0,no
5015,35,technician,married,secondary,no,1,yes,yes,21,may,85,1,-1,0,no
20076,32,housemaid,married,primary,no,727,no,no,11,aug,68,4,-1,0,no
32840,37,management,married,tertiary,no,7785,yes,no,17,apr,231,2,-1,0,no
6871,50,technician,married,secondary,no,-568,yes,yes,28,may,860,2,-1,0,no
36932,44,admin.,single,secondary,no,469,yes,yes,12,may,158,2,-1,0,no
38816,23,student,married,tertiary,yes,-230,yes,no,18,may,259,2,-1,0,no
2422,50,management,married,primary,no,478,no,no,13,may,126,5,-1,0,no
28096,32,admin.,single,secondary,no,197,no,no,28,jan,205,3,-1,0,no
10946,50,housemaid,married,tertiary,no,6181,no,no,17,jun,1162,2,-1,0,no
3612,46,self-employed,divorced,tertiary,no,8717,yes,no,15,may,343,5,-1,0,no
7007,45,technician,single,tertiary,no,5336,no,no,28,may,99,2,-1,0,no
19911,45,blue-collar,married,secondary,no,827,yes,yes,8,aug,201,2,-1,0,no
29083,27,technician,married,tertiary,no,10451,yes,no,2,feb,45,1,-1,0,no
20403,30,management,single,tertiary,no,115,no,no,12,aug,154,2,-1,0,no
31151,78,retired,married,primary,no,2735,no,no,26,feb,418,2,-1,0,no
25638,35,technician,married,secondary,no,2189,no,no,19,nov,256,3,-1,0,no
36740,32,blue-collar,single,secondary,no,235,yes,no,12,may,482,1,-1,0,no
3899,46,technician,married,secondary,no,4956,yes,no,16,may,74,1,-1,0,no
1031,44,services,divorced,secondary,no,7,yes,yes,7,may,238,3,-1,0,no
17334,55,technician,single,tertiary,no,-528,no,no,28,jul,246,2,-1,0,no
11763,38,unemployed,married,secondary,no,1604,no,no,20,jun,1276,1,-1,0,no
648,41,management,married,tertiary,no,65,yes,no,6,may,524,2,-1,0,no
1911,28,blue-collar,married,secondary,no,948,yes,no,9,may,455,1,-1,0,no
22599,37,management,married,tertiary,no,49,no,yes,22,aug,132,1,-1,0,no
6726,29,blue-collar,single,primary,no,80,yes,no,28,may,678,1,-1,0,no
11232,44,services,married,secondary,no,1872,yes,no,18,jun,146,3,-1,0,no
1731,41,blue-collar,married,primary,no,406,yes,no,9,may,2462,1,-1,0,no
7716,44,admin.,married,secondary,no,14,no,yes,30,may,827,5,-1,0,no
40749,54,technician,married,secondary,no,10185,no,no,10,aug,559,1,70,2,yes
30117,26,student,single,secondary,no,1510,no,no,4,feb,58,3,-1,0,no
30878,48,management,married,tertiary,yes,0,no,yes,9,feb,18,8,-1,0,no
36723,49,entrepreneur,married,secondary,no,89,yes,no,12,may,351,1,-1,0,no
41864,45,blue-collar,single,secondary,no,0,yes,no,16,oct,283,1,165,3,no
42817,45,management,single,tertiary,no,4831,no,no,29,jan,479,11,-1,0,yes
23044,46,blue-collar,married,primary,no,588,yes,no,26,aug,260,4,-1,0,no
38917,26,self-employed,single,tertiary,no,16563,yes,no,18,may,245,1,-1,0,no
16655,27,technician,divorced,secondary,no,162,yes,no,24,jul,203,1,-1,0,no
671,31,blue-collar,single,secondary,no,0,yes,no,6,may,273,2,-1,0,no
20150,32,management,single,secondary,no,67,no,no,11,aug,55,2,-1,0,no
17603,39,management,single,tertiary,no,1234,no,no,29,jul,64,4,-1,0,no
5237,31,technician,single,tertiary,no,1710,yes,no,23,may,385,1,-1,0,no
31557,24,services,single,secondary,no,496,yes,no,3,apr,297,1,323,2,no
36140,59,services,married,secondary,no,33,yes,no,11,may,138,1,-1,0,no
41666,63,housemaid,married,primary,no,333,no,no,1,oct,321,1,-1,0,no
33932,36,management,married,tertiary,no,-547,yes,no,30,apr,267,1,259,2,no
20427,37,management,married,secondary,no,0,no,no,12,aug,132,2,-1,0,no
27419,52,management,married,tertiary,no,1065,yes,yes,21,nov,224,2,175,1,no
740,57,blue-collar,married,primary,no,162,yes,no,6,may,155,2,-1,0,no
33542,28,technician,married,tertiary,no,2925,yes,no,20,apr,81,4,-1,0,no
33233,35,blue-collar,married,secondary,no,360,yes,no,20,apr,24,1,152,3,no
36547,48,services,single,secondary,no,561,yes,no,12,may,214,1,358,2,no
23858,35,technician,married,secondary,no,-146,yes,no,29,aug,240,2,-1,0,no
14298,29,management,married,tertiary,no,581,yes,yes,14,jul,192,2,-1,0,no
1014,52,services,divorced,secondary,no,220,yes,no,7,may,143,3,-1,0,no
44620,69,technician,married,secondary,no,2661,no,no,1,sep,925,1,187,3,no
32013,59,blue-collar,married,primary,no,11066,no,no,14,apr,86,6,-1,0,no
38858,26,technician,single,secondary,no,3519,yes,no,18,may,283,1,-1,0,no
9082,37,entrepreneur,divorced,secondary,no,14,no,no,5,jun,22,1,-1,0,no
14718,45,blue-collar,single,primary,yes,-183,no,yes,15,jul,395,4,-1,0,no
2095,31,technician,married,secondary,no,286,no,no,12,may,177,4,-1,0,no
13674,44,entrepreneur,married,tertiary,no,0,yes,no,9,jul,300,1,-1,0,no
19572,38,technician,single,tertiary,no,369,no,no,7,aug,365,8,-1,0,no
41861,37,services,married,secondary,no,4017,no,no,16,oct,156,1,-1,0,yes
37388,50,blue-collar,married,tertiary,no,267,yes,no,13,may,187,3,-1,0,no
17197,36,technician,married,secondary,no,-90,yes,no,28,jul,110,3,-1,0,no
27711,50,admin.,divorced,secondary,no,797,yes,no,21,nov,205,3,119,8,no
25384,46,management,divorced,tertiary,no,6269,yes,no,18,nov,249,3,112,2,no
32887,31,admin.,single,secondary,no,0,no,no,17,apr,188,3,-1,0,yes
26432,59,blue-collar,divorced,secondary,no,4190,yes,no,20,nov,221,1,-1,0,no
43218,60,admin.,married,secondary,no,12980,no,no,5,mar,115,1,-1,0,yes
32648,33,blue-collar,single,secondary,no,3975,yes,yes,17,apr,515,1,150,1,no
22988,43,management,married,secondary,no,17555,no,no,26,aug,14,14,-1,0,no
2562,54,housemaid,married,secondary,no,42,yes,no,13,may,514,5,-1,0,no
32626,35,blue-collar,married,primary,no,793,yes,no,17,apr,106,1,-1,0,no
44664,41,unemployed,single,tertiary,no,7968,no,no,2,sep,404,1,184,4,yes
15122,32,technician,married,secondary,no,348,yes,no,17,jul,926,1,-1,0,yes
24531,51,management,married,tertiary,no,248,yes,yes,17,nov,139,2,126,3,no
31418,32,self-employed,single,tertiary,no,658,yes,no,27,mar,283,1,-1,0,yes
39987,38,technician,married,tertiary,no,34,no,yes,3,jun,88,1,-1,0,no
41894,30,student,single,tertiary,no,7529,no,no,19,oct,328,1,-1,0,yes
24749,57,self-employed,married,tertiary,no,894,yes,no,18,nov,79,1,-1,0,no
617,39,blue-collar,married,primary,no,2226,yes,no,6,may,158,1,-1,0,no
17352,41,admin.,married,secondary,no,239,yes,no,28,jul,76,12,-1,0,no
39044,31,admin.,single,secondary,no,1129,yes,no,18,may,145,3,-1,0,no
38565,40,services,single,secondary,no,65,yes,no,15,may,15,3,-1,0,no
12910,25,technician,single,tertiary,no,226,no,no,7,jul,366,2,-1,0,no
15092,32,blue-collar,single,secondary,no,118,yes,no,17,jul,1275,1,-1,0,yes
26502,43,blue-collar,married,secondary,no,699,yes,yes,20,nov,1258,2,122,2,yes
17567,51,technician,married,secondary,no,-396,yes,no,29,jul,179,6,-1,0,no
26682,32,blue-collar,single,primary,no,121,yes,no,20,nov,758,1,-1,0,yes
22522,30,technician,single,secondary,no,3,no,no,22,aug,198,2,-1,0,no
25508,53,management,divorced,primary,no,255,no,no,19,nov,126,1,-1,0,no
42204,27,admin.,single,secondary,no,4590,yes,no,10,nov,131,4,89,3,yes
42454,30,management,married,tertiary,no,1077,no,no,9,dec,124,1,-1,0,no
10,41,admin.,divorced,secondary,no,270,yes,no,5,may,222,1,-1,0,no
25285,42,blue-collar,divorced,secondary,no,898,yes,no,18,nov,136,2,131,1,no
1775,56,admin.,married,primary,no,202,yes,no,9,may,178,2,-1,0,no
37070,31,services,divorced,secondary,no,1301,yes,no,13,may,140,3,-1,0,no
29126,42,self-employed,single,secondary,no,924,no,no,2,feb,127,1,-1,0,no
8590,32,management,single,tertiary,no,156,yes,no,3,jun,81,6,-1,0,no
23139,34,technician,married,secondary,no,479,no,no,26,aug,65,2,-1,0,no
9917,60,retired,married,tertiary,no,2261,no,no,9,jun,245,1,-1,0,no
5977,26,admin.,married,tertiary,no,685,yes,no,26,may,346,2,-1,0,no
7928,52,technician,divorced,secondary,no,137,yes,no,30,may,84,3,-1,0,no
19126,58,management,married,tertiary,no,14922,no,no,5,aug,68,2,-1,0,no
23231,33,management,single,tertiary,no,7084,no,no,27,aug,512,8,-1,0,yes
25879,59,retired,married,primary,no,741,no,no,19,nov,194,2,152,2,no
1107,43,blue-collar,married,primary,no,487,yes,no,7,may,548,2,-1,0,no
10113,42,self-employed,divorced,tertiary,no,0,no,no,11,jun,694,2,-1,0,no
24920,49,admin.,married,secondary,no,1323,yes,no,18,nov,84,1,-1,0,no
36693,55,admin.,married,secondary,no,859,no,no,12,may,148,6,308,1,no
37109,44,technician,married,tertiary,no,564,yes,no,13,may,88,2,-1,0,no
37691,28,blue-collar,married,secondary,no,373,yes,no,14,may,10,9,344,1,no
6572,40,admin.,single,secondary,no,877,yes,no,28,may,318,6,-1,0,no
35999,33,blue-collar,married,primary,no,139,yes,no,8,may,548,1,-1,0,no
9555,59,retired,married,secondary,no,444,yes,no,6,jun,137,1,-1,0,no
31402,39,management,married,secondary,no,2981,no,no,26,mar,200,1,-1,0,yes
17812,44,housemaid,married,primary,no,1109,yes,yes,29,jul,176,4,-1,0,no
28964,53,management,married,secondary,no,-264,no,yes,2,feb,150,1,-1,0,no
23336,48,technician,married,secondary,no,164,no,no,27,aug,76,4,-1,0,no
13778,40,self-employed,married,primary,no,624,no,no,10,jul,228,1,-1,0,no
19645,55,admin.,married,secondary,no,2430,yes,no,7,aug,231,2,-1,0,no
1026,40,technician,married,primary,no,164,yes,no,7,may,398,1,-1,0,no
18043,38,technician,married,secondary,yes,238,no,no,30,jul,376,8,-1,0,no
16807,30,admin.,married,tertiary,no,0,yes,no,24,jul,209,2,-1,0,no
24921,41,entrepreneur,married,secondary,no,8491,yes,no,18,nov,929,1,-1,0,yes
41643,34,management,married,tertiary,no,16,yes,no,29,sep,316,1,119,1,yes
32158,38,technician,single,secondary,no,8381,no,no,15,apr,82,1,145,1,no
23193,53,management,married,tertiary,no,2094,no,yes,27,aug,95,6,-1,0,no
6643,30,technician,single,secondary,no,1692,yes,yes,28,may,141,2,-1,0,no
40891,37,technician,single,secondary,no,300,no,no,12,aug,82,1,-1,0,no
42742,38,blue-collar,single,secondary,no,0,no,no,27,jan,240,1,92,4,no
18927,43,technician,married,tertiary,no,610,no,no,4,aug,454,1,-1,0,no
19507,45,self-employed,married,secondary,no,3098,yes,no,7,aug,159,2,-1,0,no
15229,34,management,married,tertiary,no,118,no,yes,17,jul,171,3,-1,0,no
27599,39,entrepreneur,married,secondary,no,1171,no,yes,21,nov,205,2,-1,0,no
7666,40,services,married,primary,no,1082,yes,no,30,may,854,2,-1,0,yes
33557,41,blue-collar,married,primary,no,449,yes,no,20,apr,10,6,-1,0,no
6263,36,admin.,married,secondary,no,68,yes,yes,27,may,157,1,-1,0,no
25496,50,blue-collar,married,primary,no,167,no,no,19,nov,189,1,-1,0,no
14522,37,blue-collar,married,secondary,no,0,yes,no,15,jul,129,2,-1,0,no
17125,44,management,married,tertiary,no,446,no,no,25,jul,63,12,-1,0,no
22796,51,blue-collar,married,primary,no,7134,no,no,25,aug,36,7,-1,0,no
3687,27,student,single,tertiary,no,66,yes,no,16,may,456,1,-1,0,no
45007,29,admin.,married,tertiary,no,167,yes,yes,13,oct,357,2,237,2,no
17640,33,technician,single,secondary,no,338,yes,no,29,jul,105,4,-1,0,no
30176,69,management,married,tertiary,no,840,no,no,5,feb,128,3,-1,0,yes
8183,43,admin.,married,secondary,no,6220,yes,no,2,jun,200,2,-1,0,no
29174,36,admin.,married,secondary,no,0,yes,no,2,feb,236,2,252,1,no
33336,56,services,married,secondary,no,159,yes,no,20,apr,132,3,-1,0,no
4899,25,services,single,secondary,no,-268,yes,no,21,may,264,1,-1,0,no
17151,45,entrepreneur,divorced,primary,no,888,yes,no,28,jul,63,6,-1,0,no
12697,47,blue-collar,married,primary,yes,25,yes,yes,7,jul,142,3,-1,0,no
16222,32,admin.,married,secondary,no,1539,yes,yes,23,jul,218,2,-1,0,no
7310,45,admin.,married,secondary,no,-261,yes,no,29,may,144,1,-1,0,no
4785,36,services,married,secondary,no,393,yes,yes,21,may,126,1,-1,0,no
17768,36,admin.,single,secondary,no,686,yes,no,29,jul,114,2,-1,0,no
41329,28,management,single,tertiary,no,4985,yes,no,28,aug,108,2,-1,0,no
10633,55,entrepreneur,divorced,primary,no,29,no,no,16,jun,500,1,-1,0,no
28264,40,unemployed,divorced,secondary,no,388,no,no,29,jan,95,1,-1,0,no
37695,29,admin.,married,secondary,no,6429,yes,yes,14,may,535,1,352,2,no
35194,25,entrepreneur,single,tertiary,no,140,yes,no,7,may,348,1,-1,0,no
23074,48,management,married,primary,no,2537,no,no,26,aug,219,6,-1,0,no
26748,43,blue-collar,married,primary,no,4581,yes,no,20,nov,329,2,-1,0,no
23741,42,technician,married,secondary,no,3501,no,no,28,aug,23,22,-1,0,no
43948,36,admin.,married,secondary,no,1031,no,no,17,jun,282,4,-1,0,yes
30415,49,blue-collar,married,primary,no,1,no,yes,5,feb,98,1,210,1,no
20287,30,management,single,tertiary,no,725,no,no,11,aug,69,4,-1,0,no
23436,30,technician,single,tertiary,no,849,no,no,28,aug,81,4,-1,0,no
7538,37,technician,married,secondary,no,490,yes,no,30,may,226,1,-1,0,no
837,45,entrepreneur,married,secondary,no,68,yes,no,7,may,254,1,-1,0,no
43587,32,technician,single,tertiary,no,388,no,no,29,apr,250,3,-1,0,yes
16455,42,technician,married,secondary,no,-470,yes,yes,23,jul,185,10,-1,0,no
37605,31,blue-collar,single,secondary,no,982,yes,no,14,may,182,1,-1,0,no
7839,26,technician,single,secondary,no,174,yes,no,30,may,67,2,-1,0,no
8066,35,management,married,secondary,no,1825,yes,no,2,jun,42,1,-1,0,no
33882,29,student,single,secondary,no,78,no,no,30,apr,239,1,-1,0,yes
26602,37,self-employed,married,tertiary,no,1624,yes,no,20,nov,559,2,-1,0,no
1361,41,services,married,secondary,no,205,yes,no,8,may,91,1,-1,0,no
7083,42,blue-collar,single,primary,no,181,yes,no,29,may,118,2,-1,0,no
2701,58,admin.,married,secondary,no,3635,no,no,13,may,273,2,-1,0,no
30581,29,blue-collar,married,secondary,no,247,no,yes,6,feb,204,2,214,1,no
35227,36,management,married,secondary,no,396,yes,no,7,may,327,4,-1,0,no
15866,58,retired,single,primary,no,6570,no,no,21,jul,106,3,-1,0,no
17350,50,admin.,married,secondary,no,546,no,no,28,jul,82,6,-1,0,no
2645,32,blue-collar,single,secondary,no,338,yes,no,13,may,73,3,-1,0,no
11471,52,blue-collar,married,primary,no,1409,yes,no,19,jun,224,1,-1,0,no
41794,63,retired,married,primary,no,1084,no,no,14,oct,201,1,183,1,no
14785,51,retired,married,primary,no,34,yes,no,16,jul,69,2,-1,0,no
32892,49,entrepreneur,married,secondary,no,687,yes,no,17,apr,772,1,-1,0,yes
35143,26,student,single,secondary,no,502,yes,no,7,may,82,1,-1,0,no
15700,58,technician,married,secondary,no,471,yes,yes,21,jul,61,1,-1,0,no
45173,36,admin.,single,tertiary,no,980,no,no,11,nov,118,4,104,7,no
31314,59,unemployed,married,secondary,no,0,no,no,11,mar,74,1,-1,0,no
31936,25,management,single,tertiary,no,565,yes,no,9,apr,175,1,-1,0,no
22165,60,retired,married,secondary,no,404,no,no,21,aug,335,2,-1,0,no
2053,45,blue-collar,married,primary,no,101,yes,no,12,may,460,5,-1,0,yes
21421,49,blue-collar,married,primary,no,418,no,no,18,aug,1559,7,-1,0,no
32517,44,technician,married,secondary,no,566,yes,yes,17,apr,467,1,-1,0,no
23952,45,blue-collar,married,primary,no,292,yes,no,29,aug,961,4,-1,0,no
33103,42,blue-collar,married,primary,no,1156,yes,no,20,apr,37,1,-1,0,no
32806,39,services,divorced,secondary,no,5873,no,no,17,apr,280,1,344,2,no
40731,55,entrepreneur,divorced,secondary,no,538,yes,no,7,aug,353,2,-1,0,yes
15920,54,entrepreneur,married,tertiary,no,651,yes,yes,22,jul,121,2,-1,0,no
31911,40,management,divorced,tertiary,no,1315,yes,no,9,apr,466,2,141,5,no
3758,57,retired,divorced,secondary,no,70,yes,no,16,may,122,1,-1,0,no
2393,28,admin.,single,secondary,no,296,yes,no,13,may,218,1,-1,0,no
5256,33,entrepreneur,married,primary,no,237,yes,no,23,may,89,1,-1,0,no
21269,36,technician,married,secondary,no,110,no,no,18,aug,80,4,-1,0,no
23373,54,management,divorced,tertiary,no,124,no,no,27,aug,119,11,-1,0,no
40876,57,admin.,single,secondary,no,2223,no,no,12,aug,1064,1,-1,0,yes
30027,52,technician,married,secondary,no,463,yes,no,4,feb,132,6,267,5,no
21798,42,management,married,tertiary,no,7,no,no,20,aug,582,7,-1,0,no
28774,34,management,married,tertiary,no,351,no,no,30,jan,193,1,-1,0,no
9296,34,management,single,tertiary,no,125,yes,yes,5,jun,18,31,-1,0,no
43756,37,management,married,tertiary,no,3236,no,no,20,may,291,2,202,5,yes
20599,58,blue-collar,married,secondary,no,842,no,no,12,aug,253,2,-1,0,no
41115,35,management,single,tertiary,no,431,no,no,17,aug,343,2,397,1,yes
38421,23,services,married,secondary,no,2211,yes,no,15,may,210,2,-1,0,no
36516,36,admin.,divorced,secondary,no,-811,yes,no,12,may,365,2,-1,0,yes
5100,34,blue-collar,single,secondary,no,89,yes,yes,21,may,175,2,-1,0,no
4873,31,blue-collar,married,secondary,no,435,yes,no,21,may,204,1,-1,0,no
22783,46,management,married,tertiary,no,-3,no,no,25,aug,728,4,-1,0,no
43281,80,retired,married,primary,no,155,no,no,12,mar,290,1,93,2,yes
25359,41,admin.,married,secondary,no,1327,yes,yes,18,nov,425,2,176,2,no
11809,48,management,married,secondary,no,3260,no,no,20,jun,111,3,-1,0,no
24581,59,management,divorced,tertiary,no,3552,yes,no,17,nov,690,1,123,7,no
4956,35,management,married,tertiary,no,1336,no,no,21,may,59,2,-1,0,no
8476,31,blue-collar,married,primary,no,746,yes,yes,3,jun,25,1,-1,0,no
39007,33,technician,single,tertiary,no,8047,yes,no,18,may,202,1,263,13,no
32850,30,admin.,single,tertiary,no,739,yes,no,17,apr,297,1,-1,0,no
23819,53,admin.,married,secondary,no,578,no,no,29,aug,59,2,-1,0,no
37428,37,services,married,secondary,no,1328,yes,no,13,may,121,2,341,4,no
19716,45,blue-collar,married,primary,no,1192,no,no,7,aug,260,3,-1,0,no
29110,38,services,single,secondary,no,4317,yes,no,2,feb,216,2,-1,0,no
24929,37,blue-collar,married,secondary,no,1205,yes,no,18,nov,99,1,-1,0,no
38457,33,services,divorced,secondary,no,2411,yes,no,15,may,360,1,-1,0,no
35500,33,services,married,primary,no,0,yes,no,7,may,227,2,-1,0,no
11387,48,entrepreneur,married,tertiary,no,269,yes,no,19,jun,149,1,-1,0,no
37802,33,technician,single,secondary,no,287,yes,no,14,may,97,1,358,8,no
2549,51,admin.,divorced,secondary,no,2195,yes,no,13,may,59,1,-1,0,no
27357,53,technician,married,secondary,no,1835,yes,no,21,nov,184,2,-1,0,no
5770,32,technician,divorced,secondary,no,18,no,no,26,may,52,1,-1,0,no
44551,67,housemaid,divorced,secondary,no,5275,no,no,13,aug,222,4,-1,0,yes
10233,51,entrepreneur,single,tertiary,yes,15,no,no,11,jun,104,2,-1,0,no
16369,29,housemaid,married,primary,no,417,no,no,23,jul,108,2,-1,0,no
32443,34,self-employed,single,tertiary,no,1943,yes,no,16,apr,478,2,-1,0,no
3631,45,technician,married,secondary,no,89,yes,no,15,may,175,2,-1,0,no
30714,50,entrepreneur,divorced,tertiary,no,1790,no,yes,6,feb,748,3,-1,0,no
42221,53,management,married,tertiary,no,1624,no,no,11,nov,166,3,97,7,yes
30749,27,admin.,single,secondary,no,6492,no,no,6,feb,7,6,-1,0,no
6431,31,management,married,tertiary,no,22867,yes,no,27,may,241,2,-1,0,no
9688,59,blue-collar,married,secondary,no,0,no,no,6,jun,135,1,-1,0,no
14537,60,retired,married,secondary,no,0,no,no,15,jul,94,3,-1,0,no
9399,41,blue-collar,divorced,secondary,no,1491,yes,no,6,jun,100,2,-1,0,no
10572,39,blue-collar,married,primary,no,3705,yes,no,16,jun,77,1,-1,0,no
5932,38,admin.,divorced,secondary,no,198,yes,no,26,may,431,2,-1,0,yes
14258,35,entrepreneur,married,tertiary,no,1859,yes,no,14,jul,227,2,-1,0,no
18675,25,admin.,single,secondary,no,-7,no,yes,31,jul,30,36,-1,0,no
4811,35,admin.,married,secondary,no,498,yes,no,21,may,248,1,-1,0,no
33552,28,blue-collar,married,secondary,no,1687,yes,no,20,apr,121,2,-1,0,no
6373,32,admin.,single,secondary,no,223,yes,yes,27,may,236,4,-1,0,no
10078,36,technician,married,tertiary,no,4139,no,no,11,jun,175,4,-1,0,no
23266,47,services,married,primary,no,6,no,no,27,aug,63,4,-1,0,no
30682,27,student,single,tertiary,no,524,no,no,6,feb,496,2,-1,0,no
30809,35,blue-collar,married,secondary,no,2074,no,no,6,feb,183,4,-1,0,no
5515,33,blue-collar,divorced,secondary,no,3546,yes,no,23,may,777,2,-1,0,yes
15966,36,management,divorced,tertiary,no,81,no,yes,22,jul,560,1,-1,0,yes
25322,35,blue-collar,married,secondary,no,1055,no,no,18,nov,150,2,-1,0,yes
35680,33,technician,married,tertiary,no,0,yes,no,8,may,206,1,-1,0,no
3499,43,blue-collar,married,secondary,no,4520,yes,no,15,may,100,4,-1,0,no
6014,35,blue-collar,married,secondary,no,1209,yes,no,26,may,304,3,-1,0,no
7625,36,services,married,secondary,no,-260,yes,no,30,may,91,2,-1,0,no
22500,34,unemployed,married,tertiary,no,10,no,no,22,aug,71,5,-1,0,no
38328,32,services,single,secondary,no,1987,yes,no,15,may,36,2,176,2,no
215,40,technician,married,tertiary,no,483,yes,no,5,may,168,1,-1,0,no
28524,43,management,divorced,tertiary,no,99,no,no,29,jan,24,3,-1,0,no
31176,29,management,single,tertiary,no,1275,yes,yes,27,feb,45,1,-1,0,no
18410,48,entrepreneur,married,tertiary,yes,-392,no,no,31,jul,725,4,-1,0,yes
26090,31,management,single,tertiary,no,8436,yes,no,19,nov,162,2,-1,0,no
42813,42,management,single,tertiary,no,706,no,no,29,jan,132,2,-1,0,no
41301,36,technician,single,tertiary,no,40,no,no,26,aug,359,3,-1,0,no
40091,34,technician,married,tertiary,no,932,yes,no,4,jun,218,1,-1,0,no
36789,35,services,divorced,secondary,no,0,yes,yes,12,may,95,4,357,1,no
34120,30,student,single,secondary,no,25,no,no,30,apr,44,1,-1,0,no
25801,54,housemaid,married,tertiary,no,440,no,no,19,nov,89,1,-1,0,no
35622,43,blue-collar,married,secondary,no,232,yes,no,8,may,128,8,324,7,no
15458,38,admin.,single,secondary,yes,-61,no,yes,18,jul,102,2,-1,0,no
45039,22,management,single,tertiary,no,104,no,yes,18,oct,509,1,185,3,yes
29331,46,blue-collar,married,primary,no,977,no,yes,2,feb,436,3,-1,0,yes
29746,45,self-employed,divorced,tertiary,yes,75,yes,yes,4,feb,236,1,-1,0,no
25045,50,blue-collar,divorced,primary,no,155,yes,yes,18,nov,58,1,-1,0,no
21017,57,technician,married,secondary,no,2625,no,no,14,aug,465,2,-1,0,no
1310,36,blue-collar,married,primary,no,250,yes,no,8,may,149,1,-1,0,no
9955,52,blue-collar,married,primary,no,2,no,no,9,jun,70,3,-1,0,no
39380,30,management,married,tertiary,no,877,no,no,22,may,122,2,108,3,no
23629,40,technician,married,tertiary,no,84,no,no,28,aug,715,8,-1,0,no
41531,45,management,married,tertiary,no,786,no,no,10,sep,84,3,-1,0,yes
40227,41,management,single,secondary,no,764,no,no,12,jun,230,2,-1,0,no
25700,39,housemaid,married,secondary,no,1444,no,no,19,nov,100,1,117,8,no
21006,54,management,married,tertiary,no,0,no,no,14,aug,260,7,-1,0,no
5734,38,services,married,secondary,no,25,yes,yes,26,may,266,3,-1,0,no
31249,68,retired,married,secondary,no,1316,no,no,4,mar,92,5,-1,0,no
16190,43,admin.,single,secondary,no,1119,no,no,22,jul,119,2,-1,0,no
13233,55,technician,married,secondary,no,477,no,no,8,jul,138,1,-1,0,no
35122,46,technician,single,secondary,no,747,yes,no,6,may,22,6,-1,0,no
5951,38,unemployed,married,tertiary,no,1449,no,no,26,may,535,6,-1,0,no
35814,47,blue-collar,divorced,primary,no,603,yes,yes,8,may,1080,1,-1,0,yes
19662,31,management,single,tertiary,no,53,yes,no,7,aug,165,3,-1,0,no
27331,33,management,single,tertiary,no,437,yes,no,21,nov,285,1,179,4,no
5558,35,technician,single,tertiary,no,1529,no,no,23,may,95,4,-1,0,no
38319,42,entrepreneur,married,tertiary,no,34,yes,no,15,may,272,1,-1,0,no
43594,19,student,single,secondary,no,329,no,no,30,apr,169,1,190,2,yes
41016,56,retired,married,primary,no,9367,no,no,13,aug,320,2,101,2,yes
25857,53,management,married,tertiary,no,7249,yes,yes,19,nov,350,1,-1,0,no
9553,41,management,married,tertiary,no,850,no,no,6,jun,262,2,-1,0,no
40321,48,technician,married,secondary,no,1981,yes,no,16,jun,404,3,92,5,no
30827,28,technician,married,secondary,no,-579,yes,yes,9,feb,84,2,-1,0,no
11123,37,management,married,tertiary,no,223,no,no,18,jun,24,10,-1,0,no
32169,19,student,single,secondary,no,626,no,no,15,apr,117,1,-1,0,no
24664,31,blue-collar,married,secondary,no,1354,yes,yes,17,nov,222,2,-1,0,no
24589,37,services,married,secondary,yes,-954,yes,no,17,nov,69,1,180,3,no
23396,32,technician,single,tertiary,no,930,no,no,27,aug,85,7,-1,0,no
42534,68,retired,married,secondary,no,1443,no,no,21,dec,2062,2,257,1,yes
