,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribed
32880,33,admin.,single,secondary,no,91,yes,no,cellular,17,apr,400,2,-1,0,,no
10918,43,blue-collar,married,primary,no,103,yes,no,,17,jun,179,2,-1,0,,no
17479,44,blue-collar,married,secondary,no,841,no,no,cellular,28,jul,504,4,-1,0,,no
36885,49,services,married,secondary,no,-301,yes,no,cellular,12,may,187,4,-1,0,,no
13046,36,technician,married,secondary,no,-257,no,no,cellular,8,jul,24,26,-1,0,,no
37819,34,blue-collar,married,secondary,no,237,yes,no,cellular,14,may,115,3,-1,0,,no
730,49,blue-collar,married,primary,no,198,yes,no,,6,may,200,2,-1,0,,no
21381,51,management,single,tertiary,yes,-55,yes,no,cellular,18,aug,119,6,-1,0,,no
35236,32,technician,single,secondary,no,129,yes,no,cellular,7,may,213,1,-1,0,,no
5104,27,admin.,single,secondary,no,392,yes,yes,,21,may,292,2,-1,0,,no
21419,50,management,divorced,secondary,no,-35,yes,no,cellular,18,aug,207,5,-1,0,,no
13870,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,262,1,-1,0,,no
23967,31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,,no
38791,30,management,married,tertiary,no,1022,yes,no,cellular,18,may,97,2,298,1,failure,no
25503,54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,133,1,170,3,failure,no
14058,53,technician,divorced,secondary,no,447,yes,yes,cellular,11,jul,108,1,-1,0,,no
29195,44,management,married,secondary,no,991,no,no,cellular,2,feb,194,1,-1,0,,no
14028,26,management,married,tertiary,no,17,no,yes,cellular,11,jul,522,1,-1,0,,no
30802,40,blue-collar,married,primary,no,451,yes,no,cellular,6,feb,356,3,262,1,failure,no
23119,31,admin.,married,secondary,no,734,no,no,cellular,26,aug,195,9,-1,0,,no
21586,39,management,married,tertiary,no,5495,yes,no,cellular,19,aug,391,6,-1,0,,no
3772,36,management,divorced,tertiary,no,1343,yes,yes,,16,may,73,1,-1,0,,no
33225,35,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,123,3,-1,0,,no
21727,48,blue-collar,married,primary,no,347,no,no,cellular,19,aug,199,3,-1,0,,no
7229,52,technician,married,secondary,no,22755,yes,no,,29,may,70,2,-1,0,,no
37316,33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,-1,0,,yes
43883,39,services,married,secondary,no,1970,yes,no,,8,jun,30,1,404,2,success,no
2530,27,services,single,secondary,no,331,yes,no,,13,may,203,2,-1,0,,no
26999,32,unemployed,single,secondary,no,2706,no,no,cellular,21,nov,462,3,-1,0,,no
30414,53,management,married,tertiary,no,1624,no,no,cellular,5,feb,158,3,-1,0,,yes
39494,55,retired,married,secondary,no,393,no,yes,cellular,25,may,176,1,-1,0,,no
5518,31,entrepreneur,single,tertiary,no,1340,yes,no,,23,may,199,2,-1,0,,no
2997,42,blue-collar,married,primary,no,329,yes,no,,14,may,22,4,-1,0,,no
44844,23,technician,single,secondary,no,283,yes,no,cellular,22,sep,175,1,184,2,success,yes
1725,35,technician,single,tertiary,no,670,yes,no,,9,may,106,1,-1,0,,no
12552,50,admin.,married,secondary,no,-221,no,yes,,3,jul,90,1,-1,0,,no
18182,30,admin.,single,secondary,no,285,yes,no,cellular,30,jul,68,11,-1,0,,no
22375,38,management,married,tertiary,no,546,no,no,cellular,22,aug,82,2,-1,0,,no
24954,36,management,married,tertiary,no,0,yes,no,cellular,18,nov,103,1,175,2,failure,no
21573,48,technician,married,tertiary,no,0,no,no,cellular,19,aug,58,2,-1,0,,no
42857,35,admin.,married,tertiary,no,221,yes,yes,cellular,3,feb,142,2,-1,0,,no
22067,40,technician,married,secondary,yes,-432,yes,yes,cellular,20,aug,1464,3,-1,0,,no
21530,39,technician,married,secondary,no,3494,yes,no,cellular,19,aug,344,4,-1,0,,no
7759,43,blue-collar,married,primary,no,6614,no,no,,30,may,192,4,-1,0,,no
37171,32,blue-collar,single,secondary,no,681,no,yes,cellular,13,may,589,1,-1,0,,no
34323,32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,,no
30932,34,admin.,married,secondary,no,0,yes,no,cellular,9,feb,30,4,-1,0,,no
26938,46,blue-collar,married,primary,no,2023,yes,no,cellular,21,nov,118,1,-1,0,,no
24314,40,services,single,secondary,no,856,yes,no,telephone,17,nov,70,1,-1,0,,no
43617,51,management,single,tertiary,no,4305,yes,no,cellular,4,may,126,1,-1,0,,no
15353,30,services,single,secondary,no,114,no,yes,cellular,18,jul,110,10,-1,0,,no
2839,43,technician,married,secondary,no,212,yes,no,,14,may,78,1,-1,0,,no
29109,27,student,single,secondary,no,1411,no,no,cellular,2,feb,92,1,-1,0,,no
5136,31,technician,married,secondary,no,589,yes,yes,,21,may,151,1,-1,0,,no
19751,53,management,married,tertiary,no,2327,no,no,cellular,8,aug,94,2,-1,0,,no
29654,30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,1404,4,-1,0,,yes
25459,35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,,no
19441,39,management,single,tertiary,no,0,no,no,cellular,6,aug,135,2,-1,0,,no
34667,48,blue-collar,married,secondary,no,2345,yes,yes,cellular,5,may,306,2,-1,0,,no
37953,43,blue-collar,married,primary,no,991,yes,no,cellular,14,may,111,2,-1,0,,no
11190,55,blue-collar,married,primary,no,761,no,no,,18,jun,67,1,-1,0,,no
8961,29,self-employed,married,tertiary,yes,0,yes,yes,,5,jun,399,3,-1,0,,no
29323,39,blue-collar,married,primary,no,541,yes,no,cellular,2,feb,361,2,258,1,other,no
39374,45,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,1,-1,0,,no
5114,30,blue-collar,married,primary,no,1317,yes,no,,21,may,395,2,-1,0,,no
38623,38,admin.,married,secondary,no,1852,yes,no,cellular,15,may,298,2,-1,0,,no
16624,31,housemaid,married,primary,no,-184,yes,no,cellular,24,jul,326,1,-1,0,,no
18737,41,services,married,secondary,no,0,yes,no,cellular,31,jul,40,10,-1,0,,no
66,60,retired,married,tertiary,no,100,no,no,,5,may,528,1,-1,0,,no
38606,41,blue-collar,single,secondary,no,6393,yes,no,cellular,15,may,128,3,-1,0,,no
41002,27,admin.,single,secondary,no,4590,yes,no,cellular,13,aug,75,1,442,2,failure,no
19865,57,admin.,married,primary,no,853,yes,no,cellular,8,aug,86,4,-1,0,,no
6595,45,blue-collar,married,primary,no,-175,yes,yes,,28,may,215,2,-1,0,,no
42816,51,management,married,,no,1708,no,no,telephone,29,jan,92,3,-1,0,,no
5660,32,blue-collar,married,primary,no,1156,yes,no,,26,may,185,5,-1,0,,no
2077,60,blue-collar,married,,no,231,yes,no,,12,may,57,2,-1,0,,no
27821,31,management,single,tertiary,no,581,yes,yes,cellular,28,jan,572,1,-1,0,,no
23672,41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,,no
35830,41,services,married,secondary,no,1717,yes,no,cellular,8,may,520,2,343,3,other,no
14578,41,housemaid,married,secondary,no,0,yes,yes,cellular,15,jul,368,4,-1,0,,no
33200,50,entrepreneur,married,tertiary,no,221,yes,no,cellular,20,apr,319,2,340,1,failure,no
18163,46,unemployed,divorced,secondary,no,0,no,no,cellular,30,jul,638,3,-1,0,,no
4811,35,admin.,married,secondary,no,498,yes,no,,21,may,248,1,-1,0,,no
39807,48,housemaid,married,primary,no,332,yes,no,cellular,1,jun,262,1,-1,0,,no
29868,26,services,married,secondary,no,44,yes,yes,cellular,4,feb,193,2,237,20,other,no
17034,27,technician,single,secondary,no,1359,no,yes,telephone,25,jul,199,1,-1,0,,no
27184,54,blue-collar,married,primary,no,836,yes,no,telephone,21,nov,312,1,130,3,other,no
2317,22,housemaid,single,secondary,no,650,yes,no,,12,may,181,4,-1,0,,no
29048,49,blue-collar,married,primary,no,0,yes,no,cellular,2,feb,210,1,-1,0,,no
10367,40,blue-collar,married,secondary,no,952,no,yes,,12,jun,140,1,-1,0,,no
3985,46,,married,,no,300,yes,no,,16,may,323,3,-1,0,,no
25899,33,management,single,tertiary,no,1998,no,no,cellular,19,nov,570,1,-1,0,,no
20071,50,management,single,tertiary,no,592,no,no,cellular,8,aug,445,4,-1,0,,no
31353,22,student,single,secondary,no,2139,no,no,cellular,17,mar,133,8,-1,0,,no
10432,49,blue-collar,married,primary,no,3049,no,no,,12,jun,124,2,-1,0,,no
4494,37,admin.,married,secondary,no,1283,yes,no,,20,may,209,1,-1,0,,no
41397,63,retired,married,secondary,no,4752,no,no,cellular,2,sep,233,2,-1,0,,yes
17311,46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,,no
32893,29,services,single,secondary,no,441,yes,no,cellular,17,apr,69,1,-1,0,,no
5844,40,blue-collar,married,secondary,no,3311,yes,yes,,26,may,243,6,-1,0,,no
22346,42,management,married,secondary,no,580,no,no,cellular,22,aug,67,2,-1,0,,no
7055,51,technician,divorced,secondary,no,329,yes,no,,28,may,191,5,-1,0,,no
35630,42,entrepreneur,married,primary,no,319,yes,no,telephone,8,may,17,9,-1,0,,no
27151,41,management,married,secondary,no,23,no,yes,cellular,21,nov,59,1,-1,0,,no
13382,31,services,married,secondary,no,1,yes,no,cellular,9,jul,82,1,-1,0,,no
6139,32,management,married,tertiary,no,3517,yes,no,,27,may,57,5,-1,0,,no
22897,54,management,married,tertiary,no,1331,no,no,cellular,25,aug,240,9,-1,0,,no
15685,27,admin.,single,secondary,no,-34,no,yes,cellular,21,jul,171,2,-1,0,,no
16002,29,student,single,tertiary,no,652,yes,no,cellular,22,jul,285,1,-1,0,,no
3295,40,entrepreneur,married,secondary,no,0,yes,yes,,15,may,435,1,-1,0,,no
12987,43,entrepreneur,married,secondary,no,128,yes,no,telephone,7,jul,122,2,-1,0,,no
4009,43,services,married,secondary,no,3608,yes,no,,16,may,165,6,-1,0,,no
1115,59,retired,divorced,primary,no,137,yes,yes,,7,may,66,3,-1,0,,no
34718,47,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,418,3,-1,0,,no
8977,35,blue-collar,married,secondary,no,344,no,no,,5,jun,25,1,-1,0,,no
10824,47,management,married,secondary,no,2892,no,no,,17,jun,556,1,-1,0,,yes
6218,36,entrepreneur,married,tertiary,no,271,yes,no,,27,may,322,2,-1,0,,no
31326,33,technician,single,tertiary,no,258,no,no,cellular,12,mar,80,4,-1,0,,yes
3898,46,management,divorced,tertiary,no,770,yes,no,,16,may,94,1,-1,0,,no
2994,46,blue-collar,married,primary,no,501,yes,no,,14,may,230,2,-1,0,,no
14078,47,management,married,tertiary,no,761,yes,no,cellular,11,jul,80,2,-1,0,,no
12218,56,,married,,no,778,no,no,,20,jun,32,4,-1,0,,no
3758,57,retired,divorced,secondary,no,70,yes,no,,16,may,122,1,-1,0,,no
37085,33,management,married,tertiary,no,1195,yes,no,telephone,13,may,355,4,-1,0,,no
34166,28,services,single,primary,no,307,no,no,cellular,30,apr,132,1,-1,0,,no
1546,43,blue-collar,married,primary,no,126,yes,no,,8,may,170,2,-1,0,,no
5464,33,technician,married,tertiary,no,17455,yes,yes,,23,may,343,4,-1,0,,no
2012,47,blue-collar,married,secondary,no,8,no,no,,9,may,64,4,-1,0,,no
1072,29,,single,primary,no,50,yes,no,,7,may,50,2,-1,0,,no
33627,37,blue-collar,single,secondary,no,2390,yes,no,cellular,20,apr,20,2,335,12,failure,no
23070,30,management,married,secondary,yes,471,yes,no,cellular,26,aug,73,4,-1,0,,no
4767,30,services,single,,no,347,yes,no,,21,may,225,1,-1,0,,no
1287,32,services,married,secondary,no,442,yes,no,,8,may,207,1,-1,0,,no
3832,46,blue-collar,married,primary,no,2499,yes,no,,16,may,42,3,-1,0,,no
1155,38,unemployed,married,primary,no,447,yes,no,,7,may,365,4,-1,0,,no
36620,33,blue-collar,single,secondary,no,1794,yes,no,cellular,12,may,360,1,173,1,other,no
19253,60,retired,married,secondary,no,1145,no,no,cellular,6,aug,167,2,-1,0,,no
23324,47,blue-collar,married,primary,no,209,no,no,cellular,27,aug,77,6,-1,0,,no
26856,36,self-employed,married,secondary,no,328,no,no,cellular,20,nov,537,2,-1,0,,no
33977,26,admin.,single,secondary,no,1327,no,no,cellular,30,apr,104,1,31,4,failure,no
30527,40,unemployed,married,tertiary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,no
44824,28,admin.,single,secondary,no,127,no,no,cellular,16,sep,1334,2,-1,0,,yes
27456,44,management,married,tertiary,no,-692,no,yes,cellular,21,nov,52,2,-1,0,,no
24072,36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
32505,56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other,yes
20657,42,technician,single,tertiary,no,166,no,no,cellular,12,aug,226,4,-1,0,,no
518,31,technician,married,secondary,no,17,yes,yes,,6,may,120,1,-1,0,,no
13638,26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,,yes
28023,44,services,married,secondary,no,237,yes,no,cellular,28,jan,212,2,-1,0,,no
14672,44,entrepreneur,married,secondary,no,4389,yes,no,cellular,15,jul,149,4,-1,0,,no
22732,40,technician,married,secondary,no,214,no,no,cellular,25,aug,59,6,-1,0,,no
35196,47,services,married,secondary,no,1629,yes,no,cellular,7,may,25,1,-1,0,,no
8176,34,services,married,secondary,no,798,yes,no,,2,jun,304,2,-1,0,,no
24789,33,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,,no
39299,31,unemployed,single,secondary,no,500,yes,no,cellular,18,may,184,2,350,2,failure,no
26750,42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,,no
16387,35,admin.,married,secondary,no,11,yes,no,cellular,23,jul,103,4,-1,0,,no
10555,36,services,married,secondary,no,981,no,no,,16,jun,1093,1,-1,0,,yes
27251,37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,nov,10,7,113,5,failure,no
42864,68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,279,2,181,1,failure,yes
3763,24,blue-collar,married,secondary,no,142,yes,yes,,16,may,300,1,-1,0,,no
37145,32,blue-collar,single,secondary,no,2137,no,no,cellular,13,may,423,1,349,1,failure,no
24434,48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,,no
18761,45,admin.,single,primary,no,1811,no,no,telephone,31,jul,50,7,-1,0,,no
10066,50,management,married,tertiary,no,396,no,no,,11,jun,62,2,-1,0,,no
8877,28,management,single,tertiary,no,-227,yes,no,,4,jun,298,2,-1,0,,no
40843,81,retired,divorced,primary,no,4321,no,no,cellular,11,aug,163,3,-1,0,,no
33215,28,self-employed,single,tertiary,no,222,yes,no,cellular,20,apr,13,5,-1,0,,no
13479,36,technician,married,secondary,no,264,yes,yes,cellular,9,jul,482,1,-1,0,,no
42226,39,management,single,tertiary,no,1509,no,no,cellular,11,nov,248,1,-1,0,,no
1553,35,technician,divorced,secondary,no,69,yes,no,,8,may,461,3,-1,0,,no
26193,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,,yes
29754,54,admin.,single,secondary,no,15,yes,no,cellular,4,feb,93,1,-1,0,,no
17799,28,services,married,tertiary,no,599,yes,no,cellular,29,jul,189,5,-1,0,,no
2809,52,management,married,secondary,no,478,yes,no,,14,may,110,2,-1,0,,no
3178,34,services,single,secondary,no,719,yes,no,,15,may,362,3,-1,0,,no
28491,51,housemaid,married,secondary,no,1270,no,no,cellular,29,jan,208,3,-1,0,,no
26781,30,management,single,secondary,no,186,yes,no,cellular,20,nov,235,3,-1,0,,no
25458,36,management,married,tertiary,no,481,yes,no,cellular,19,nov,112,3,-1,0,,no
36211,48,blue-collar,married,primary,no,1080,yes,no,cellular,11,may,197,2,-1,0,,no
32352,30,technician,single,tertiary,no,198,yes,no,cellular,16,apr,308,1,-1,0,,no
25696,41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,,no
453,37,management,married,tertiary,no,231,yes,yes,,6,may,451,2,-1,0,,no
25981,36,entrepreneur,married,secondary,no,227,no,no,cellular,19,nov,294,2,-1,0,,no
37554,34,services,single,secondary,no,183,yes,no,cellular,14,may,259,4,-1,0,,no
37006,33,services,married,secondary,no,1078,yes,no,cellular,13,may,320,4,175,4,other,no
25050,41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no
29308,36,management,single,,no,601,no,no,cellular,2,feb,237,2,-1,0,,no
44881,35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other,yes
40574,59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,125,2,-1,0,,yes
16267,53,blue-collar,married,secondary,no,913,yes,no,cellular,23,jul,730,1,-1,0,,no
1088,51,technician,married,secondary,no,221,yes,no,,7,may,139,3,-1,0,,no
6594,33,management,single,secondary,no,1973,yes,no,,28,may,151,8,-1,0,,no
11056,36,services,married,secondary,no,1981,no,no,,17,jun,48,2,-1,0,,no
20564,32,technician,single,tertiary,no,720,no,no,cellular,12,aug,234,4,-1,0,,no
28959,55,management,divorced,tertiary,no,446,no,no,cellular,2,feb,159,1,-1,0,,no
41421,46,management,married,tertiary,no,1950,no,no,cellular,4,sep,56,2,-1,0,,no
8277,31,technician,single,secondary,no,1170,yes,no,,2,jun,120,2,-1,0,,no
29524,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,-1,0,,yes
28903,31,unemployed,single,primary,no,163,no,no,cellular,30,jan,707,2,2,1,other,yes
7439,45,admin.,married,secondary,no,5244,yes,no,,29,may,18,16,-1,0,,no
24989,31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,,no
39514,31,technician,single,secondary,no,863,yes,no,cellular,25,may,166,3,111,6,failure,no
20000,35,housemaid,married,primary,no,77,no,no,cellular,8,aug,191,1,-1,0,,no
27455,49,services,married,primary,no,4713,yes,no,telephone,21,nov,33,1,-1,0,,no
22983,33,technician,single,secondary,no,121,no,no,cellular,26,aug,210,6,-1,0,,no
366,38,admin.,divorced,secondary,no,308,yes,no,,6,may,102,1,-1,0,,no
12538,33,blue-collar,married,secondary,no,285,no,yes,,3,jul,267,1,-1,0,,no
26209,33,technician,single,secondary,no,247,yes,no,cellular,20,nov,428,1,-1,0,,no
5269,30,technician,married,secondary,no,207,yes,no,,23,may,72,2,-1,0,,no
12010,35,services,married,secondary,no,2672,no,no,,20,jun,8,10,-1,0,,no
27610,43,management,married,tertiary,no,15423,yes,yes,cellular,21,nov,170,2,-1,0,,no
12930,25,services,single,secondary,no,402,no,yes,cellular,7,jul,264,1,-1,0,,no
8643,57,retired,married,primary,no,-171,yes,no,,3,jun,397,2,-1,0,,no
10539,43,management,married,tertiary,no,0,yes,no,,16,jun,100,17,-1,0,,no
36600,53,blue-collar,married,secondary,no,-108,yes,no,cellular,12,may,11,12,175,3,other,no
15112,37,management,married,tertiary,no,50,no,yes,cellular,17,jul,105,1,-1,0,,no
13801,34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,-1,0,,yes
41805,31,admin.,single,tertiary,no,52,yes,no,cellular,14,oct,71,1,-1,0,,no
21098,56,blue-collar,married,secondary,no,1119,yes,no,cellular,14,aug,265,2,-1,0,,no
7531,40,services,divorced,secondary,no,1959,yes,no,,30,may,177,1,-1,0,,no
6519,26,technician,single,secondary,no,75,yes,no,,27,may,337,2,-1,0,,no
12004,53,management,married,secondary,no,4601,yes,no,,20,jun,100,4,-1,0,,no
3960,35,blue-collar,single,secondary,no,88,yes,no,,16,may,344,4,-1,0,,no
8960,29,management,married,tertiary,no,941,yes,no,,4,jun,570,11,-1,0,,no
32835,38,blue-collar,single,primary,no,0,yes,no,cellular,17,apr,775,1,-1,0,,no
4693,48,blue-collar,married,secondary,no,5058,no,no,,20,may,169,4,-1,0,,no
44381,38,technician,single,tertiary,no,1727,no,no,telephone,2,aug,141,2,185,6,other,no
40028,56,retired,married,primary,no,1947,no,no,cellular,3,jun,124,1,34,2,failure,no
39366,31,services,single,secondary,no,2252,no,no,cellular,22,may,394,1,-1,0,,no
31640,45,blue-collar,married,secondary,no,146,yes,yes,cellular,6,apr,294,1,305,15,failure,no
22391,34,management,single,tertiary,no,478,yes,no,cellular,22,aug,73,2,-1,0,,no
9022,40,blue-collar,married,secondary,no,440,yes,no,,5,jun,327,2,-1,0,,no
9812,49,retired,single,primary,no,505,no,no,,9,jun,35,1,-1,0,,no
34437,45,blue-collar,married,secondary,no,640,yes,no,cellular,5,may,214,1,1,1,success,no
35243,28,blue-collar,married,secondary,no,251,yes,no,cellular,7,may,754,1,-1,0,,no
38100,40,technician,married,tertiary,no,602,yes,no,cellular,15,may,145,4,360,7,failure,no
30545,35,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,155,3,254,1,other,no
16761,31,services,single,secondary,no,0,yes,no,cellular,24,jul,362,1,-1,0,,no
7263,36,technician,married,secondary,no,1466,yes,no,,29,may,441,1,-1,0,,no
42405,25,student,single,tertiary,no,1189,no,no,cellular,3,dec,110,1,183,1,success,no
13802,42,blue-collar,divorced,secondary,no,898,yes,no,cellular,10,jul,347,1,-1,0,,no
38347,36,services,married,secondary,no,647,yes,yes,cellular,15,may,290,2,-1,0,,no
42051,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,,yes
44571,29,technician,single,secondary,no,113,no,no,cellular,16,aug,159,2,185,6,success,no
11898,54,self-employed,divorced,tertiary,no,1323,no,no,,20,jun,47,4,-1,0,,no
34780,38,technician,single,secondary,no,1019,yes,no,cellular,6,may,249,1,-1,0,,no
44123,27,technician,single,secondary,no,337,no,no,,9,jul,23,1,-1,0,,yes
17495,43,blue-collar,married,secondary,no,536,no,no,telephone,28,jul,185,12,-1,0,,no
14604,42,management,married,tertiary,no,0,yes,no,cellular,15,jul,133,4,-1,0,,no
37885,37,management,divorced,secondary,no,1287,yes,no,cellular,14,may,432,1,-1,0,,no
23856,31,services,single,secondary,no,2070,no,no,cellular,29,aug,319,2,-1,0,,no
44415,80,retired,married,secondary,no,2354,no,no,telephone,4,aug,199,2,181,3,success,no
38982,29,technician,married,secondary,no,266,yes,no,cellular,18,may,208,1,-1,0,,no
22091,40,management,married,tertiary,no,52527,no,no,cellular,21,aug,140,11,-1,0,,no
34253,39,admin.,married,secondary,no,563,yes,no,cellular,4,may,190,3,-1,0,,no
21964,38,management,married,tertiary,no,3440,no,no,cellular,20,aug,471,10,-1,0,,no
14764,48,services,married,secondary,no,300,no,yes,cellular,16,jul,52,8,-1,0,,no
1447,53,management,married,tertiary,no,1786,yes,no,,8,may,66,2,-1,0,,no
6635,30,services,married,,no,280,yes,yes,,28,may,674,2,-1,0,,no
44745,62,retired,married,secondary,no,2801,yes,yes,cellular,9,sep,261,1,183,1,success,yes
28167,36,entrepreneur,married,secondary,no,313,yes,no,cellular,29,jan,167,2,198,1,failure,no
13772,38,technician,married,secondary,no,-475,yes,no,cellular,10,jul,234,1,-1,0,,no
43514,42,housemaid,divorced,primary,no,273,no,no,cellular,21,apr,354,1,-1,0,,no
28028,30,blue-collar,married,secondary,no,6,yes,no,cellular,28,jan,241,3,-1,0,,no
27936,33,management,single,tertiary,no,215,yes,no,cellular,28,jan,144,1,-1,0,,no
12792,28,housemaid,single,primary,no,332,no,no,cellular,7,jul,385,1,-1,0,,no
21987,36,technician,married,tertiary,no,0,no,no,cellular,20,aug,245,1,-1,0,,no
14017,29,admin.,married,secondary,no,111,no,yes,cellular,11,jul,114,1,-1,0,,no
30364,42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,,yes
1211,48,blue-collar,divorced,primary,no,-18,yes,no,,8,may,11,1,-1,0,,no
20837,33,management,married,tertiary,no,728,yes,no,cellular,13,aug,275,5,-1,0,,no
34581,47,technician,married,secondary,no,232,yes,no,cellular,5,may,166,2,285,1,failure,no
24604,37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,,no
4685,32,services,married,secondary,no,204,yes,yes,,20,may,307,3,-1,0,,no
18460,33,admin.,single,secondary,no,2554,yes,no,telephone,31,jul,77,15,-1,0,,no
23227,48,technician,married,secondary,no,98,no,no,cellular,27,aug,146,4,-1,0,,no
16526,39,admin.,divorced,tertiary,no,1087,no,yes,cellular,23,jul,85,2,-1,0,,no
34048,31,management,single,tertiary,no,2915,no,no,cellular,30,apr,228,1,86,1,failure,no
26463,34,management,married,tertiary,no,273,yes,no,cellular,20,nov,308,1,188,1,success,no
39405,33,student,single,,no,86,no,no,cellular,22,may,136,1,-1,0,,no
25652,32,management,single,tertiary,no,2280,yes,no,cellular,19,nov,206,2,-1,0,,no
1315,44,admin.,single,secondary,no,-84,yes,no,,8,may,32,3,-1,0,,no
30756,49,blue-collar,married,primary,no,183,yes,yes,cellular,6,feb,257,2,-1,0,,no
28165,34,management,married,tertiary,no,557,yes,no,cellular,29,jan,354,1,197,1,failure,no
43842,33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,yes
26003,46,technician,divorced,secondary,no,111,yes,no,cellular,19,nov,178,3,183,2,other,no
5659,53,admin.,divorced,secondary,no,-372,yes,no,,26,may,104,1,-1,0,,no
27990,33,technician,single,secondary,no,0,yes,no,cellular,28,jan,191,2,-1,0,,no
10166,38,services,married,secondary,no,433,no,no,,11,jun,148,1,-1,0,,no
15850,55,management,married,primary,no,57,no,yes,cellular,21,jul,162,2,-1,0,,no
355,31,admin.,single,secondary,no,12,yes,no,,5,may,208,2,-1,0,,no
45114,36,technician,single,secondary,no,204,yes,no,cellular,26,oct,196,1,144,8,other,no
18606,29,technician,married,tertiary,no,-983,yes,yes,cellular,31,jul,58,2,-1,0,,no
1321,42,blue-collar,married,primary,no,555,yes,no,,8,may,249,2,-1,0,,no
44831,46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
18040,41,management,single,,no,335,no,no,cellular,30,jul,44,4,-1,0,,no
2175,29,services,single,secondary,no,-72,yes,no,,12,may,208,1,-1,0,,no
41327,32,management,married,tertiary,no,937,no,no,cellular,28,aug,90,1,94,2,failure,no
31425,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,,yes
39809,49,management,single,tertiary,no,493,no,no,cellular,1,jun,161,1,39,1,failure,no
10152,56,,divorced,primary,no,558,no,no,,11,jun,119,1,-1,0,,no
1794,42,blue-collar,married,primary,no,479,yes,no,,9,may,391,2,-1,0,,no
29170,31,services,single,secondary,no,125,no,no,cellular,2,feb,360,1,-1,0,,no
39948,54,management,married,tertiary,no,446,no,no,cellular,2,jun,122,2,91,8,failure,no
25961,57,blue-collar,single,primary,no,3495,no,yes,cellular,19,nov,362,3,-1,0,,no
6941,53,admin.,married,secondary,no,614,yes,no,,28,may,126,2,-1,0,,no
29428,25,management,single,tertiary,no,2305,no,no,cellular,3,feb,207,1,-1,0,,no
35475,38,management,married,,no,546,yes,no,cellular,7,may,437,3,351,2,failure,no
20752,51,management,married,,no,712,no,no,cellular,13,aug,287,2,-1,0,,no
19768,44,unemployed,married,tertiary,no,178,no,no,cellular,8,aug,126,2,-1,0,,no
11536,39,admin.,single,secondary,no,0,no,yes,,19,jun,142,1,-1,0,,no
44346,34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,292,1,183,2,success,yes
28448,27,technician,married,secondary,no,2735,yes,no,cellular,29,jan,205,1,-1,0,,no
20084,45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,,no
21644,46,management,married,tertiary,no,71,yes,no,cellular,19,aug,220,4,-1,0,,no
40462,23,unemployed,single,secondary,no,19690,no,no,cellular,3,jul,473,1,-1,0,,no
